UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2025,42,4537003,2283693,2253310,1710195,1641530,298760,322410,33679,30596,182527,196801,7538,7009,50994,54964,1754483,1689036,317524,343831,50865,49316,203620,219149,12993,12749,1777535,1788849,1265710,1236374,274764,297186,15901,16140,177591,191966,5405,5276,38164,41907,1298557,1272348,287646,312526,27220,28869,195577,211096,9730,9857,506158,464461,444485,405156,23996,25224,17778,14456,4936,4835,2133,1733,12830,13057,455926,416688,29878,31305,23645,20447,8043,8053,3263,2892
R,7,2025,43,4517118,2270785,2246333,1706412,1640730,295743,321703,32946,29589,178666,194148,7569,6885,49449,53278,1749313,1686689,313863,342750,50103,48070,198825,215445,12940,12441,1768462,1781081,1265132,1233771,271923,296849,15621,15471,173763,189198,5405,5089,36618,40703,1296590,1268650,284266,312002,26769,28162,190787,207358,9652,9544,502323,465252,441280,406959,23820,24854,17325,14118,4903,4950,2164,1796,12831,12575,452723,418039,29597,30748,23334,19908,8038,8087,3288,2897
R,7,2025,44,4443052,2231595,2211457,1685181,1620651,290803,317808,31631,29192,168285,185419,7314,6438,48381,51949,1726914,1665578,308539,338461,48570,47307,187970,205809,12602,11871,1741177,1754630,1253483,1221201,268024,293131,15006,15574,163382,180619,5223,4726,36059,39379,1284319,1254989,280159,307806,26162,27936,180135,198013,9413,9113,490418,456827,431698,399450,22779,24677,16625,13618,4903,4800,2091,1712,12322,12570,442595,410589,28380,30655,22408,19371,7835,7796,3189,2758
R,7,2025,45,4414803,2215539,2199264,1670764,1607630,294741,322532,31555,28877,164176,182320,7292,6686,47011,51219,1711412,1651775,311945,342858,48575,47068,182968,202360,12486,12127,1722853,1744701,1237115,1210054,271756,297931,15042,15440,159332,177609,5117,4972,34491,38695,1266649,1243090,283307,312303,26158,27925,175062,194587,9229,9329,492686,454563,433649,397576,22985,24601,16513,13437,4844,4711,2175,1714,12520,12524,444763,408685,28638,30555,22417,19143,7906,7773,3257,2798
R,7,2025,46,4227710,2115260,2112450,1599435,1545572,278112,308728,29469,27142,157686,176657,6535,6192,44023,48159,1637447,1587068,294147,327583,45315,44318,175286,195568,11429,11212,1655728,1679835,1194199,1167573,256702,285016,14405,14350,153309,172229,4668,4520,32445,36147,1221917,1198448,267473,298109,24755,26034,168212,188293,8544,8552,459532,432615,405236,377999,21410,23712,15064,12792,4377,4428,1867,1672,11578,12012,415530,388620,26674,29474,20560,18284,7074,7275,2885,2660
R,7,2025,47,4123655,2060712,2062943,1566649,1516694,266227,296552,28336,26713,151185,170935,6270,5838,42045,46211,1602806,1556303,281310,314430,43695,43543,168136,189214,10719,10588,1607513,1634913,1165854,1141432,245608,273764,13798,14241,146916,166468,4534,4308,30803,34700,1192018,1170879,255678,286162,23834,25752,161158,182019,8042,8136,453199,428030,400795,375262,20619,22788,14538,12472,4269,4467,1736,1530,11242,11511,410788,385424,25632,28268,19861,17791,6978,7195,2677,2452
R,7,2025,48,4061003,2022684,2038319,1539497,1498833,259827,292562,27983,26190,149096,170248,6136,5835,40145,44651,1574143,1536998,274098,309658,42961,42684,165067,187919,10495,10570,1579991,1613658,1147573,1125324,240007,270209,13954,14372,144679,165939,4373,4287,29405,33527,1172629,1153697,249396,282028,23890,25754,158083,180862,7788,8058,442693,424661,391924,373509,19820,22353,14029,11818,4417,4309,1763,1548,10740,11124,401514,383301,24702,27630,19071,16930,6984,7057,2707,2512
R,7,2025,49,3914722,1948839,1965883,1481270,1446776,248296,279390,26670,25081,148625,167495,5676,5500,38302,41641,1514310,1482289,261506,295139,41091,40735,164055,184035,9891,9841,1519477,1551161,1100315,1081108,229254,257923,13225,13460,144487,163274,4117,4067,28079,31329,1124248,1107540,237848,268804,22797,24322,157532,177305,7453,7562,429362,414722,380955,365668,19042,21467,13445,11621,4138,4221,1559,1433,10223,10312,390062,374749,23658,26335,18294,16413,6523,6730,2438,2279
R,7,2025,50,3947294,1962154,1985140,1496048,1465993,248972,281387,26158,25163,149467,167346,5762,5269,35747,39982,1526531,1500025,261234,296215,39924,40328,163873,183321,9745,9379,1540270,1576261,1119836,1103792,230964,261331,13074,13651,145452,163326,4213,3942,26731,30219,1142355,1129198,239253,271512,22404,24192,157787,177054,7425,7260,421884,408879,376212,362201,18008,20056,13084,11512,4015,4020,1549,1327,9016,9763,384176,370827,21981,24703,17520,16136,6086,6267,2320,2119
R,7,2025,51,3865980,1919647,1946333,1464938,1438643,242041,275090,25796,24427,147361,164665,5316,5165,34195,38343,1494091,1471085,253605,289248,39065,39179,161215,179969,9142,9200,1513953,1548928,1102270,1085587,225167,255839,12892,13407,143741,160888,3937,3834,25946,29373,1124159,1110135,233034,265791,22114,23900,155712,174095,7062,7108,405694,397405,362668,353056,16874,19251,12904,11020,3620,3777,1379,1331,8249,8970,369932,360950,20571,23457,16951,15279,5503,5874,2080,2092
R,7,2025,52,3911666,1940310,1971356,1481503,1458259,247729,281399,25412,24740,146453,164303,5317,5011,33896,37644,1510320,1490072,258844,295111,38758,39493,160290,179385,9074,8907,1543213,1579778,1126172,1110270,231394,262554,12958,13691,142857,160477,3959,3743,25873,29043,1147919,1134508,238985,272286,22312,24375,154902,173508,7026,6926,397097,391578,355331,347989,16335,18845,12454,11049,3596,3826,1358,1268,8023,8601,362401,355564,19859,22825,16446,15118,5388,5877,2048,1981
R,7,2025,53,4090059,2031701,2058358,1565617,1537166,256079,290410,25804,24869,145227,163289,5221,4969,33753,37655,1594187,1568944,266966,303762,39610,40166,158708,178105,9002,8960,1638782,1671106,1213602,1192575,240169,272008,13560,13989,141561,159636,3898,3694,25992,29204,1235322,1216922,247744,281480,23479,25171,153272,172550,6979,6972,392919,387252,352015,344591,15910,18402,12244,10880,3666,3653,1323,1275,7761,8451,358865,352022,19222,22282,16131,14995,5436,5555,2023,1988
R,7,2025,54,4321011,2150723,2170288,1676849,1639731,265753,302254,26050,25742,142226,159028,5249,5038,34596,38495,1706233,1672240,276794,315812,40571,41702,155788,173813,9225,9271,1760619,1786064,1327156,1298289,249951,283914,14212,14567,138546,155384,3908,3787,26846,30123,1349717,1323446,257624,293613,24831,26516,150337,168195,7158,7300,390104,384224,349693,341442,15802,18340,11838,11175,3680,3644,1341,1251,7750,8372,356516,348794,19170,22199,15740,15186,5451,5618,2067,1971
R,7,2025,55,4241939,2108419,2133520,1648165,1619342,258749,291659,25240,24854,137784,156009,5244,5078,33237,36578,1676296,1649984,269341,304424,39387,40432,150522,170041,9199,9223,1729786,1765058,1309044,1291357,243201,274359,13646,14470,134281,152392,3959,3890,25655,28590,1330487,1315048,250547,283528,23964,26118,145298,164460,7242,7317,378633,368462,339121,327985,15548,17300,11594,10384,3503,3617,1285,1188,7582,7988,345809,334936,18794,20896,15423,14314,5224,5581,1957,1906
R,7,2025,56,4074306,2020214,2054092,1587053,1567589,241894,274689,24134,23670,131370,149328,4821,4872,30942,33944,1613339,1596091,251331,286188,37753,38601,143191,162122,8354,8606,1663552,1705362,1267029,1257103,227389,258246,13455,13857,128176,145943,3654,3700,23849,26513,1287086,1279133,233775,266314,23437,25108,138443,157055,6562,6798,356662,348730,320024,310486,14505,16443,10679,9813,3194,3385,1167,1172,7093,7431,326253,316958,17556,19874,14316,13493,4748,5067,1792,1808
R,7,2025,57,3976844,1967372,2009472,1544590,1530577,240946,275272,23417,23049,124799,143520,4699,4803,28921,32251,1568943,1557424,249704,286129,36443,37447,135806,155573,8040,8629,1620785,1670245,1233791,1228012,226547,259228,12937,13792,121720,140381,3526,3664,22264,25168,1252258,1248683,232456,266848,22589,24727,131248,150795,6317,6859,346587,339227,310799,302565,14399,16044,10480,9257,3079,3139,1173,1139,6657,7083,316685,308741,17248,19281,13854,12720,4558,4778,1723,1770
R,7,2025,58,3977652,1958484,2019168,1549881,1551529,237437,274960,22741,22931,115780,133792,4722,4791,27923,31165,1573409,1577496,245785,285643,35637,37207,126141,144924,8045,8403,1627434,1691464,1252535,1259251,223940,259337,12971,14044,112760,130810,3596,3679,21632,24343,1270524,1279267,229571,266878,22609,24896,121734,140434,6409,6718,331050,327704,297346,292278,13497,15623,9770,8887,3020,2982,1126,1112,6291,6822,302885,298229,16214,18765,13028,12311,4407,4490,1636,1685
R,7,2025,59,4023218,1976985,2046233,1562057,1571183,243334,282398,23025,23062,116488,134186,4605,4704,27476,30700,1584919,1596693,251593,292587,36059,37593,126441,145108,7947,8305,1651855,1724413,1270443,1284106,229598,267118,13301,14356,113620,131150,3568,3712,21325,23971,1287909,1303772,235149,274246,23235,25534,122201,140517,6378,6717,325130,321820,291614,287077,13736,15280,9724,8706,2868,3036,1037,992,6151,6729,297010,292921,16444,18341,12824,12059,4240,4591,1569,1588
R,7,2025,60,4166290,2036249,2130041,1616523,1647169,248120,289371,23364,23810,115734,133481,4738,4853,27770,31357,1639733,1673128,256183,299699,36772,38972,125787,144343,8149,8568,1718183,1810826,1331116,1362093,234843,274263,13935,15376,112896,130539,3723,3846,21670,24709,1348973,1382286,240304,281589,24119,27218,121642,139892,6575,6961,318066,319215,285407,285076,13277,15108,9429,8434,2838,2942,1015,1007,6100,6648,290760,290842,15879,18110,12653,11754,4145,4451,1574,1607
R,7,2025,61,4252058,2075068,2176990,1657586,1694307,245466,287134,23204,23863,116599,135739,4453,4664,27760,31283,1680755,1720196,253378,296929,37003,39399,126476,146649,7865,8392,1770882,1867282,1384855,1417891,232571,272380,14160,15428,113907,133001,3499,3678,21890,24904,1402901,1438192,237973,279334,24892,27795,122490,142469,6365,6823,304186,309708,272731,276416,12895,14754,9044,8435,2692,2738,954,986,5870,6379,277854,282004,15405,17595,12111,11604,3986,4180,1500,1569
R,7,2025,62,4238796,2061046,2177750,1650682,1702341,239208,281661,22746,23504,116931,134818,4230,4523,27249,30903,1673452,1727795,246717,291426,36326,39054,126685,145355,7491,8153,1773212,1880967,1392287,1437517,227244,267910,14123,15314,114334,132015,3344,3604,21880,24607,1410380,1457522,232428,274831,24902,27703,122906,141130,6156,6671,287834,296783,258395,264824,11964,13751,8623,8190,2597,2803,886,919,5369,6296,263072,270273,14289,16595,11424,11351,3779,4225,1335,1482
R,7,2025,63,4237831,2054983,2182848,1659193,1720546,234737,278953,22166,23506,107751,124894,4319,4486,26817,30463,1681687,1745607,241925,288538,35676,39114,117323,135190,7606,8098,1778279,1896841,1410647,1465061,223186,266059,14010,15446,105363,122204,3483,3577,21590,24494,1428584,1484981,228162,272921,24813,28052,113749,131152,6280,6626,276704,286007,248546,255485,11551,12894,8156,8060,2388,2690,836,909,5227,5969,253103,260626,13763,15617,10863,11062,3574,4038,1326,1472
R,7,2025,64,4215238,2037651,2177587,1653839,1723627,229168,274951,21269,23132,102930,122221,4099,4224,26346,29432,1675860,1747810,236161,283898,34839,38615,112248,132087,7259,7706,1778154,1905787,1420964,1480811,218306,262463,13661,15658,100608,119621,3298,3417,21317,23817,1438572,1500143,223194,268972,24560,28236,108799,128190,5978,6352,259497,271800,232875,242816,10862,12488,7608,7474,2322,2600,801,807,5029,5615,237288,247667,12967,14926,10279,10379,3449,3897,1281,1354
R,7,2025,65,4124199,1988525,2135674,1606730,1682516,226815,272525,20939,22650,104258,124986,4046,4148,25737,28849,1628337,1706095,233544,281550,34219,37818,113373,134542,7136,7560,1736606,1871415,1380672,1446565,216127,260357,13585,15371,102050,122458,3275,3364,20897,23300,1398037,1465356,220848,266922,24286,27704,110109,130709,5901,6244,251919,264259,226058,235951,10688,12168,7354,7279,2208,2528,771,784,4840,5549,230300,240739,12696,14628,9933,10114,3264,3833,1235,1316
R,7,2025,66,4030390,1932435,2097955,1571350,1663485,215591,263247,19341,21416,98065,118855,3783,3836,24305,27116,1591673,1685872,221903,271386,32122,36104,106587,127635,6561,6902,1702913,1851843,1365274,1443392,205890,251903,12755,14680,96045,116546,3089,3164,19860,22158,1381759,1461501,210341,257821,23170,26808,103550,124232,5456,5801,229522,246112,206076,220093,9701,11344,6586,6736,2020,2309,694,672,4445,4958,209914,224371,11562,13565,8952,9296,3037,3403,1105,1101
R,7,2025,67,3982565,1903035,2079530,1554314,1658138,205356,252492,18513,20649,97800,118242,3555,3768,23497,26241,1573944,1679651,211432,260426,30958,34991,105980,126722,6270,6694,1688965,1846028,1362232,1449080,196124,241699,12430,14494,95935,116167,2916,3092,19328,21496,1378234,1466529,200432,247522,22692,26332,103216,123563,5225,5597,214070,233502,192082,209058,9232,10793,6083,6155,1865,2075,639,676,4169,4745,195710,213122,11000,12904,8266,8659,2764,3159,1045,1097
R,7,2025,68,3896830,1852836,2043994,1519247,1632902,196280,247918,18211,19850,93227,114468,3457,3575,22414,25281,1537915,1653707,202131,255468,30343,34131,100858,122186,6005,6462,1649294,1819350,1336752,1431662,187555,237548,12082,13946,91460,112452,2871,2951,18574,20791,1352077,1448564,191773,243103,22142,25873,98289,119180,5085,5419,203542,224644,182495,201240,8725,10370,6129,5904,1767,2016,586,624,3840,4490,185838,205143,10358,12365,8201,8258,2569,3006,920,1043
R,7,2025,69,3712074,1753345,1958729,1439275,1564602,182332,234892,16872,18952,90727,112724,3085,3426,21054,24133,1456898,1584384,187729,242087,28229,32555,97808,120241,5540,6105,1563142,1745667,1268775,1373729,174176,225071,11183,13521,89047,110676,2550,2885,17411,19785,1283218,1389775,178004,230308,20584,24875,95363,117214,4672,5157,190203,213062,170500,190873,8156,9821,5689,5431,1680,2048,535,541,3643,4348,173680,194609,9725,11779,7645,7680,2445,3027,868,948
R,7,2025,70,3604672,1694073,1910599,1395125,1531645,172335,224255,16021,17875,87639,110591,2924,3317,20029,22916,1411716,1550384,177468,231087,27081,30643,94330,117805,5286,5940,1514863,1706961,1233819,1348485,164703,215267,10966,12826,86096,108754,2449,2757,16830,18872,1247647,1363689,168468,220284,20312,23497,92096,115097,4505,5023,179210,203638,161306,183160,7632,8988,5055,5049,1543,1837,475,560,3199,4044,164069,186695,9000,10803,6769,7146,2234,2708,781,917
R,7,2025,71,3450095,1610413,1839682,1334584,1483219,157869,211339,14650,16770,82281,103941,2677,3082,18352,21331,1349966,1500622,162464,217662,25059,29005,88226,110373,4691,5551,1448916,1651307,1188988,1313528,150883,203131,10243,12171,80985,102258,2265,2539,15552,17680,1201928,1327770,154246,207793,19159,22487,86330,107929,4050,4692,161497,188375,145596,169691,6986,8208,4407,4599,1296,1683,412,543,2800,3651,148038,172852,8218,9869,5900,6518,1896,2444,641,859
R,7,2025,72,3283058,1523989,1759069,1269341,1425895,143601,195770,13600,15580,77845,98813,2551,2830,17051,20181,1283567,1442449,147732,201605,23215,27193,83450,104991,4497,5129,1376057,1583712,1135922,1267638,137359,188058,9576,11432,76553,97334,2170,2352,14477,16898,1147913,1281328,140390,192447,17828,21313,81593,102778,3878,4365,147932,175357,133419,158257,6242,7712,4024,4148,1292,1479,381,478,2574,3283,135654,161121,7342,9158,5387,5880,1857,2213,619,764
R,7,2025,73,3132749,1447515,1685234,1211990,1370550,132474,184946,12387,14587,72618,94097,2352,2676,15694,18378,1225038,1385653,136321,190175,21377,25390,77678,99547,4232,4788,1311498,1522257,1088966,1223443,126810,177705,8834,10740,71455,92702,2019,2244,13414,15423,1100039,1235959,129691,181627,16575,20001,76032,97515,3667,4073,136017,162977,123024,147107,5664,7241,3553,3847,1163,1395,333,432,2280,2955,124999,149694,6630,8548,4802,5389,1646,2032,565,715
R,7,2025,74,2956525,1354268,1602257,1133024,1300367,125598,178881,11843,13819,66979,89359,2106,2406,14718,17425,1145289,1314609,129209,184031,20457,24135,71560,94391,3816,4395,1226491,1447764,1017353,1160986,120293,172108,8530,10087,65916,87956,1823,2033,12576,14594,1027748,1172751,122988,176001,15979,18918,70043,92361,3353,3757,127777,154493,115671,139381,5305,6773,3313,3732,1063,1403,283,373,2142,2831,117541,141858,6221,8030,4478,5217,1517,2030,463,638
R,7,2025,75,2789205,1271402,1517803,1058945,1228064,116919,167899,11303,12960,68021,89955,2125,2369,14089,16556,1070646,1241520,120395,172774,19615,22631,72385,94916,3766,4314,1153074,1371106,951911,1095459,111979,161384,8219,9682,67066,88640,1801,2026,12098,13915,961903,1106634,114618,165066,15405,17992,70996,92987,3274,3737,118328,146697,107034,132605,4940,6515,3084,3278,955,1315,324,343,1991,2641,108743,134886,5777,7708,4210,4639,1389,1929,492,577
R,7,2025,76,2682302,1217052,1465250,1023370,1198554,105935,154712,10510,12074,62291,82107,2033,2298,12913,15505,1034133,1211322,109003,159171,18179,21363,66259,86485,3564,4031,1109471,1330481,925881,1076363,101612,148950,7681,9065,61390,80977,1747,1971,11160,13155,935131,1087102,103932,152334,14411,17159,64960,84842,3099,3488,107581,134769,97489,122191,4323,5762,2829,3009,901,1130,286,327,1753,2350,99002,124220,5071,6837,3768,4204,1299,1643,465,543
R,7,2025,77,2587321,1171590,1415731,992613,1168498,96986,143289,9663,11265,58380,75776,1791,2123,12157,14780,1002783,1180719,99905,147417,16943,20125,62005,79963,3208,3801,1070951,1288279,901236,1052827,92959,137950,7174,8517,57571,74672,1537,1822,10474,12491,909920,1063031,95206,141081,13530,16197,60826,78360,2816,3303,100639,127452,91377,115671,4027,5339,2489,2748,809,1104,254,301,1683,2289,92863,117688,4699,6336,3413,3928,1179,1603,392,498
R,7,2025,78,2686853,1221814,1465039,1052554,1232240,91140,134471,9715,10939,54603,70857,1685,1880,12117,14652,1062766,1244477,93964,138549,17201,19991,57999,74796,3081,3453,1126283,1343137,965588,1121342,87497,129438,7318,8410,53873,69810,1462,1615,10545,12522,974439,1131697,89686,132599,13979,16325,56875,73297,2698,3022,95531,121902,86966,110898,3643,5033,2397,2529,730,1047,223,265,1572,2130,88327,112780,4278,5950,3222,3666,1124,1499,383,431
R,7,2025,79,1865381,829017,1036364,700609,853969,66765,103453,6966,8399,44339,57847,1453,1640,8885,11056,708069,863114,68870,106503,12227,14858,47037,61108,2533,2961,752134,933185,630629,760302,63686,98964,5130,6289,43763,56981,1264,1425,7662,9224,637045,767852,65262,101217,9740,11787,46190,59833,2222,2598,76883,103179,69980,93667,3079,4489,1836,2110,576,866,189,215,1223,1832,71024,95262,3608,5286,2487,3071,847,1275,311,363
R,7,2025,80,1756170,772610,983560,653670,811547,62151,98267,6406,7916,40753,53912,1210,1488,8420,10430,660744,820190,64119,101131,11432,14030,43226,56962,2293,2737,702786,889244,590051,725596,59460,94391,4801,6002,40180,53127,1044,1285,7250,8843,596091,732862,60940,96546,9203,11304,42398,55813,2010,2395,69824,94316,63619,85951,2691,3876,1605,1914,573,785,166,203,1170,1587,64653,87328,3179,4585,2229,2726,828,1149,283,342
R,7,2025,81,1667345,726209,941136,618596,783965,55910,89699,5861,7335,37210,49003,1118,1298,7514,9836,624930,792115,57602,92468,10350,13213,39429,51739,2076,2484,664474,854389,562210,704752,53458,86311,4450,5539,36786,48275,987,1132,6583,8380,567724,711647,54783,88428,8464,10662,38785,50701,1851,2187,61735,86747,56386,79213,2452,3388,1411,1796,424,728,131,166,931,1456,57206,80468,2819,4040,1886,2551,644,1038,225,297
R,7,2025,82,1637944,706332,931612,607917,784722,51278,85722,5337,6820,33775,43904,951,1174,7074,9270,613912,792466,52883,88249,9680,12458,35736,46411,1809,2238,650227,850326,556585,710682,49090,82303,4171,5163,33338,43276,846,1014,6197,7888,561845,717230,50311,84187,8078,10121,35086,45469,1606,1967,56105,81286,51332,74040,2188,3419,1166,1657,437,628,105,160,877,1382,52067,75236,2572,4062,1602,2337,650,942,203,271
R,7,2025,83,1358186,576578,781608,491317,652096,43123,73402,4622,5889,30609,41319,801,1057,6106,7845,496427,658632,44543,75498,8338,10627,32383,43504,1522,1937,528128,710815,446924,587267,41248,70669,3632,4460,30261,40759,704,891,5359,6769,451386,592861,42361,72290,6957,8643,31861,42703,1348,1685,48450,70793,44393,64829,1875,2733,990,1429,348,560,97,166,747,1076,45041,65771,2182,3208,1381,1984,522,801,174,252
R,7,2025,84,1176313,490774,685539,416145,569175,37309,66391,4090,5286,27200,36717,740,878,5290,7092,420607,575059,38496,68301,7283,9539,28762,38756,1387,1732,447740,621244,376717,510231,35654,63860,3200,4090,26890,36221,660,749,4619,6093,380596,515265,36557,65333,6046,7824,28298,38023,1239,1507,43034,64295,39428,58944,1655,2531,890,1196,310,496,80,129,671,999,40011,59794,1939,2968,1237,1715,464,733,148,225
R,7,2025,85,1035949,424588,611361,357538,505247,32973,60173,3702,4840,24917,33759,666,884,4792,6458,361559,510611,34059,61949,6530,8676,26407,35591,1249,1628,385884,552286,322119,451253,31492,57764,2882,3710,24609,33304,573,722,4209,5533,325647,455810,32332,59126,5398,7066,25954,34925,1104,1381,38704,59075,35419,53994,1481,2409,820,1130,308,455,93,162,583,925,35912,54801,1727,2823,1132,1610,453,666,145,247
R,7,2025,86,920536,372835,547701,315525,455961,27953,51657,3043,4190,21678,29456,542,782,4094,5655,318992,460670,28894,53165,5470,7534,22904,31079,1042,1478,338894,494921,284437,407555,26604,49538,2365,3256,21436,29053,475,663,3577,4856,287443,411592,27324,50682,4529,6198,22541,30485,935,1268,33941,52780,31088,48406,1349,2119,678,934,242,403,67,119,517,799,31549,49078,1570,2483,941,1336,363,594,107,210
R,7,2025,87,820608,325677,494931,275462,411646,24074,46857,2710,3886,19249,26813,488,687,3694,5042,278575,415835,24928,48246,4917,6794,20346,28291,909,1286,296057,447542,248231,368278,22978,44925,2173,3021,19037,26470,420,552,3218,4296,250930,371818,23619,45988,4139,5564,20026,27771,790,1076,29620,47389,27231,43368,1096,1932,537,865,212,343,68,135,476,746,27645,44017,1309,2258,778,1230,320,520,119,210
R,7,2025,88,694620,271012,423608,228153,351376,20290,40254,2299,3284,16682,23589,445,598,3143,4507,230850,355155,21005,41462,4132,5878,17667,24918,800,1142,245871,382605,205088,313781,19307,38629,1821,2540,16496,23256,392,502,2767,3897,207451,317021,19854,39564,3479,4829,17389,24449,710,990,25141,41003,23065,37595,983,1625,478,744,186,333,53,96,376,610,23399,38134,1151,1898,653,1049,278,469,90,152
R,7,2025,89,605726,232446,373280,195386,309004,17539,35906,1990,2974,14447,20968,366,494,2718,3934,197664,312264,18156,36997,3543,5290,15319,22100,714,926,210685,337234,175346,275920,16709,34537,1593,2295,14297,20687,325,423,2415,3372,177371,278701,17187,35379,2996,4317,15092,21685,638,808,21761,36046,20040,33084,830,1369,397,679,150,281,41,71,303,562,20293,33563,969,1618,547,973,227,415,76,118
R,7,2025,90,523663,195995,327668,164795,271904,14462,30871,1693,2587,12403,18402,322,432,2320,3472,166751,274765,14992,31800,3010,4588,13133,19427,632,855,177551,295938,147746,242760,13795,29655,1373,1972,12270,18156,286,367,2081,3028,149497,245237,14229,30392,2576,3759,12932,19073,566,740,18444,31730,17049,29144,667,1216,320,615,133,246,36,65,239,444,17254,29528,763,1408,434,829,201,354,66,115
R,7,2025,91,420623,154490,266133,129400,220065,11409,25211,1314,2021,10198,15537,273,365,1896,2934,131005,222530,11836,26011,2372,3673,10825,16451,516,717,139990,240791,115999,196746,10912,24237,1042,1571,10101,15340,238,322,1698,2575,117433,198906,11260,24868,1999,3048,10671,16158,459,635,14500,25342,13401,23319,497,974,272,450,97,197,35,43,198,359,13572,23624,576,1143,373,625,154,293,57,82
R,7,2025,92,362712,130603,232109,109675,192014,9394,21401,1143,1778,8571,14131,213,300,1607,2485,111045,194070,9759,22062,2026,3196,9115,14878,404,633,118880,210717,98851,172236,8965,20606,937,1431,8486,13976,190,266,1451,2202,100085,174050,9267,21149,1748,2711,8984,14654,362,568,11723,21392,10824,19778,429,795,206,347,85,155,23,34,156,283,10960,20020,492,913,278,485,131,224,42,65
